Order_ID,Customer_Name,Customer_ID,Product_Name,Category,Sub_Category,Sales,Profit,Discount,Quantity,Order_Date,Region,Country,State,Payment_Mode,Year,Month,Month_Name,Quarter,Day,Day_of_Week,Day_Name,Week_of_Year,Is_Weekend,Is_Month_Start,Is_Month_End,Year_Month,Season,Is_Holiday_Season,Unit_Price,Profit_Margin_Pct,Is_Profitable,Discounted_Price,Sales_Bucket,Customer_Total_Spent,Customer_Total_Orders,Customer_Avg_Order_Value,Customer_Total_Profit,Customer_Avg_Discount,Customer_First_Purchase,Customer_Last_Purchase,Customer_Tenure_Days,Customer_Recency_Days,Customer_Segment,Product_Total_Sales,Product_Total_Quantity,Product_Avg_Price,Product_Total_Profit,Product_Order_Count,Product_Performance
ORD-000018,Robert Moore,CUST-00266,GitHub Enterprise,Technology,Software,7484.27,2245.28,0.1,5,2020-05-23,East,United Kingdom,Wales,Debit Card,2020,5,May,2,23,5,Saturday,21,1,0,1,2020-05,Spring,0,1496.85,30.0,1,6735.84,Premium,76721.43,15,5114.762,31632.2,0.03666666666666667,2019-04-05,2024-06-28,1911,695,Platinum,188187.68,121,4825.325128205128,75516.24,39,High
ORD-000019,Melissa Wright,CUST-00486,Philips Hue Lightstrip,Furniture,Furnishings,103.41,51.7,0.0,3,2022-11-18,Central,United States,Connecticut,Google Pay,2022,11,November,4,18,4,Friday,46,0,0,0,2022-11,Fall,1,34.47,50.0,1,103.41,Low,16315.88,9,1812.8755555555554,6203.0,0.15000000000000002,2019-02-23,2024-12-07,2114,533,Bronze,3374.63,104,88.80605263157895,1406.8,38,Low
ORD-000020,David Thomas,CUST-00065,Vornado Space Heater,Furniture,Furnishings,238.8,131.34,0.0,1,2022-01-29,East,United States,New Jersey,Google Pay,2022,1,January,1,29,5,Saturday,4,1,0,1,2022-01,Winter,0,238.8,55.0,1,238.8,Medium,39676.22,14,2834.0157142857142,13235.08,0.09642857142857143,2020-02-24,2024-10-13,1693,588,Gold,19629.36,92,490.73400000000004,8253.52,40,Low
ORD-000021,Karen Jackson,CUST-00304,GitHub Enterprise,Technology,Software,5322.14,1596.64,0.2,4,2020-11-21,South,United States,Louisiana,PayPal,2020,11,November,4,21,5,Saturday,47,1,0,1,2020-11,Fall,1,1330.54,30.0,1,4257.71,Premium,34878.81,11,3170.800909090909,16570.559999999998,0.07272727272727274,2019-04-09,2024-12-13,2075,527,Gold,188187.68,121,4825.325128205128,75516.24,39,High
ORD-000022,Betty Rivera,CUST-00423,Motorola Edge 40,Technology,Phones,1950.7,682.75,0.4,1,2019-06-18,Central,Canada,Ontario,PayPal,2019,6,June,2,18,1,Tuesday,25,0,0,0,2019-06,Summer,0,1950.7,35.0,1,1170.42,Very High,38357.14,10,3835.714,15710.06,0.075,2019-06-18,2024-09-29,1930,602,Gold,392741.35,132,8015.129591836734,158291.35,49,Top
ORD-000023,Thomas Harris,CUST-00393,Strathmore Sketch Pad,Office Supplies,Art,5174.0,3104.4,0.0,5,2021-05-13,Central,Canada,British Columbia,Google Pay,2021,5,May,2,13,3,Thursday,19,0,0,0,2021-05,Spring,0,1034.8,60.0,1,5174.0,Premium,54266.95,13,4174.380769230769,25085.47,0.019230769230769232,2020-08-19,2024-10-30,1533,571,Platinum,105549.6,107,2777.621052631579,46700.51,38,Medium
ORD-000024,Jessica Martinez,CUST-00329,Vornado Space Heater,Furniture,Furnishings,238.8,83.58,0.0,1,2022-04-01,Central,United States,Colorado,Google Pay,2022,4,April,2,1,4,Friday,13,0,1,0,2022-04,Spring,0,238.8,35.0,1,238.8,Medium,56003.1,15,3733.54,21509.44,0.04666666666666666,2019-10-20,2024-12-23,1891,517,Platinum,19629.36,92,490.73400000000004,8253.52,40,Low
ORD-000025,Mark Rodriguez,CUST-00153,Container Store Bins,Office Supplies,Storage,7646.09,3440.74,0.05,4,2023-07-22,Central,Germany,North Rhine-Westphalia,Bank Transfer,2023,7,July,3,22,5,Saturday,29,1,0,1,2023-07,Summer,0,1911.52,45.0,1,7263.79,Premium,70738.62,15,4715.907999999999,29978.309999999998,0.05333333333333334,2019-04-04,2024-12-10,2077,530,Platinum,191554.76,106,4788.869000000001,85716.79,40,High
ORD-000026,Jessica Brown,CUST-00105,Epson Presentation Paper,Office Supplies,Paper,3198.66,1439.4,0.0,2,2024-03-17,West,Australia,Victoria,Google Pay,2024,3,March,1,17,6,Sunday,11,1,0,0,2024-03,Spring,0,1599.33,45.0,1,3198.66,Very High,58793.770000000004,13,4522.597692307692,29803.0,0.04230769230769231,2019-02-19,2024-11-07,2088,563,Platinum,153215.8,104,3482.1772727272723,66228.29,44,High
ORD-000027,Melissa Wright,CUST-00376,Neenah Cardstock,Office Supplies,Paper,2219.72,1220.85,0.0,1,2022-07-31,Central,Canada,Manitoba,PayPal,2022,7,July,3,31,6,Sunday,30,1,0,1,2022-07,Summer,0,2219.72,55.0,1,2219.72,Very High,18374.54,9,2041.6155555555556,7804.99,0.03888888888888889,2019-07-25,2024-03-05,1685,810,Bronze,244946.09999999998,112,6804.0583333333325,97146.06,36,Top
ORD-000028,Robert Nelson,CUST-00288,Sony WH-1000XM5,Technology,Accessories,8242.07,4121.03,0.15,5,2024-10-10,Central,Canada,Manitoba,Debit Card,2024,10,October,4,10,3,Thursday,41,0,0,0,2024-10,Fall,0,1648.41,50.0,1,7005.76,Premium,29876.17,8,3734.52125,12586.39,0.0625,2019-02-10,2024-10-10,2069,591,Silver,169204.81,95,4834.423142857143,70590.85,35,High
ORD-000029,William Robinson,CUST-00050,ThinkPad X1 Carbon,Technology,Laptops,10626.46,4250.58,0.15,4,2020-07-31,Central,Canada,Ontario,Debit Card,2020,7,July,3,31,4,Friday,31,0,0,1,2020-07,Summer,0,2656.62,40.0,1,9032.49,Premium,57215.75,16,3575.984375,21568.1,0.103125,2019-06-18,2024-10-30,1961,571,Platinum,387118.77,137,8064.974375000001,164632.59000000003,48,Top
ORD-000030,Amanda Davis,CUST-00417,Boise X-9 Copy Paper,Office Supplies,Paper,345.88,121.06,0.0,2,2020-10-16,East,United Kingdom,Northern Ireland,Debit Card,2020,10,October,4,16,4,Friday,42,0,0,0,2020-10,Fall,0,172.94,35.0,1,345.88,Medium,45829.6,13,3525.353846153846,20727.5,0.03461538461538462,2019-05-08,2024-10-10,1982,591,Gold,15426.27,98,416.92621621621623,6435.1,37,Low
ORD-000031,Sarah Hernandez,CUST-00256,Akro-Mils Storage,Office Supplies,Storage,5421.08,2439.49,0.0,4,2020-10-14,Central,Canada,Alberta,Credit Card,2020,10,October,4,14,2,Wednesday,42,0,0,0,2020-10,Fall,0,1355.27,45.0,1,5421.08,Premium,46603.34,15,3106.889333333333,19388.719999999998,0.13666666666666666,2019-02-23,2024-12-06,2113,534,Gold,107540.67,81,3708.2989655172414,45076.26,29,Medium
ORD-000032,George Gonzalez,CUST-00484,Copic Marker Set,Office Supplies,Art,186.2,46.55,0.0,2,2020-01-04,East,United Kingdom,Wales,Debit Card,2020,1,January,1,4,5,Saturday,1,1,1,0,2020-01,Winter,0,93.1,25.0,1,186.2,Low,54041.5,19,2844.2894736842104,21512.36,0.07105263157894737,2019-05-01,2024-10-26,2005,575,Platinum,11018.369999999999,126,239.52978260869563,4707.34,46,Low
ORD-000033,Matthew Miller,CUST-00025,ThinkPad X1 Carbon,Technology,Laptops,15002.06,5250.72,0.2,6,2022-12-16,East,United States,New York,Google Pay,2022,12,December,4,16,4,Friday,50,0,0,0,2022-12,Winter,1,2500.34,35.0,1,12001.65,Premium,57867.19,10,5786.719,20672.31,0.06000000000000001,2019-01-30,2024-08-02,2011,660,Platinum,387118.77,137,8064.974375000001,164632.59000000003,48,Top
ORD-000034,Michelle Adams,CUST-00147,Google Pixel 8 Pro,Technology,Phones,13755.05,6189.77,0.0,5,2024-04-11,Central,Germany,Hesse,PayPal,2024,4,April,2,11,3,Thursday,15,0,0,0,2024-04,Spring,0,2751.01,45.0,1,13755.05,Premium,65588.18,15,4372.545333333333,28659.11,0.056666666666666664,2019-01-26,2024-12-21,2156,519,Platinum,342363.24,134,6987.004897959184,150352.24000000002,49,Top
ORD-000035,Barbara Brown,CUST-00392,Sharpie Permanent Markers,Office Supplies,Art,6394.0,2877.3,0.0,5,2023-02-07,West,Australia,Queensland,Apple Pay,2023,2,February,1,7,1,Tuesday,6,0,1,0,2023-02,Winter,0,1278.8,45.0,1,6394.0,Premium,59509.61,13,4577.662307692308,23865.23,0.011538461538461537,2019-01-28,2024-10-15,2087,586,Platinum,143673.18,120,3341.2367441860465,58744.88,43,High
ORD-000036,Betty Davis,CUST-00186,Honeywell Air Purifier,Furniture,Furnishings,2082.25,728.79,0.15,1,2021-03-08,South,United States,Kentucky,PayPal,2021,3,March,1,8,0,Monday,10,0,0,0,2021-03,Spring,0,2082.25,35.0,1,1769.91,Very High,24371.3,10,2437.13,10084.78,0.07,2019-02-07,2024-12-23,2146,517,Silver,191199.87,83,4902.560769230769,75683.81999999999,39,High
ORD-000037,Melissa Scott,CUST-00066,Anker Power Bank,Technology,Accessories,1722.5,602.88,0.0,1,2020-05-01,South,United States,Louisiana,PayPal,2020,5,May,2,1,4,Friday,18,0,1,0,2020-05,Spring,0,1722.5,35.0,1,1722.5,Very High,53915.21,14,3851.0864285714283,21593.21,0.04642857142857143,2019-02-23,2023-10-24,1704,943,Platinum,155111.12,97,3231.4816666666666,69451.18,48,High
ORD-000038,Betty Nguyen,CUST-00387,Figma Professional,Technology,Software,1968.52,787.41,0.15,2,2023-02-06,Central,United States,Minnesota,Credit Card,2023,2,February,1,6,0,Monday,6,0,1,0,2023-02,Winter,0,984.26,40.0,1,1673.24,Very High,31744.33,9,3527.147777777778,12652.8,0.061111111111111116,2019-03-24,2024-09-21,2008,610,Silver,98599.45,93,2664.85,44879.28,37,Medium
ORD-000039,Joseph Rodriguez,CUST-00071,Southworth Resume Paper,Office Supplies,Paper,823.08,329.23,0.0,1,2019-06-09,Central,Canada,Manitoba,Debit Card,2019,6,June,2,9,6,Sunday,23,1,0,0,2019-06,Summer,0,823.08,40.0,1,823.08,High,53575.600000000006,14,3826.8285714285716,24629.91,0.028571428571428574,2019-06-09,2023-01-06,1307,1234,Platinum,75476.43,94,1935.2930769230768,33410.89,39,Medium
ORD-000040,Steven Young,CUST-00072,Boise X-9 Copy Paper,Office Supplies,Paper,345.88,155.65,0.0,2,2024-10-12,East,United Kingdom,Northern Ireland,Bank Transfer,2024,10,October,4,12,5,Saturday,41,1,0,0,2024-10,Fall,0,172.94,45.0,1,345.88,Medium,16631.81,11,1511.9827272727273,7362.0,0.05454545454545454,2019-03-31,2024-10-12,2022,589,Bronze,15426.27,98,416.92621621621623,6435.1,37,Low
ORD-000041,Karen Jackson,CUST-00304,Canon Photo Paper,Office Supplies,Paper,5484.21,2193.68,0.0,3,2022-05-10,South,United States,Louisiana,Bank Transfer,2022,5,May,2,10,1,Tuesday,19,0,0,0,2022-05,Spring,0,1828.07,40.0,1,5484.21,Premium,34878.81,11,3170.800909090909,16570.559999999998,0.07272727272727274,2019-04-09,2024-12-13,2075,527,Gold,159133.51,97,4420.375277777778,64562.86,36,High
ORD-000042,Daniel Wilson,CUST-00244,Xiaomi 14 Pro,Technology,Phones,604.06,241.62,0.0,1,2022-05-12,East,United Kingdom,Wales,Bank Transfer,2022,5,May,2,12,3,Thursday,19,0,0,0,2022-05,Spring,0,604.06,40.0,1,604.06,High,47513.76000000002,9,5279.306666666668,18807.430000000008,0.07222222222222223,2019-12-05,2023-10-02,1397,965,Platinum,77078.03,135,1639.958085106383,30621.29,47,Medium
ORD-000043,Donna Martinez,CUST-00408,Samsung Galaxy Z Fold,Technology,Phones,956.04,478.02,0.0,4,2022-06-14,East,United Kingdom,England,Google Pay,2022,6,June,2,14,1,Tuesday,24,0,0,0,2022-06,Summer,0,239.01,50.0,1,956.04,High,57217.189999999995,10,5721.718999999999,22043.14,0.08499999999999999,2019-09-09,2023-05-21,1350,1099,Platinum,29505.8,131,655.6844444444445,13475.95,45,Low
ORD-000044,Timothy Torres,CUST-00370,HP Spectre x360,Technology,Laptops,1627.98,813.99,0.0,2,2021-07-21,South,United States,Kentucky,Google Pay,2021,7,July,3,21,2,Wednesday,29,0,0,1,2021-07,Summer,0,813.99,50.0,1,1627.98,Very High,61460.27,12,5121.689166666666,27288.760000000002,0.05000000000000001,2019-05-06,2024-12-08,2043,532,Platinum,87585.31999999999,112,1946.3404444444443,36849.32,45,Medium
ORD-000045,William Baker,CUST-00076,Sauder Barrister Bookcase,Furniture,Bookcases,1493.58,821.47,0.4,1,2023-04-07,Central,Germany,Hesse,Credit Card,2023,4,April,2,7,4,Friday,14,0,1,0,2023-04,Spring,0,1493.58,55.0,1,896.15,Very High,71726.73,19,3775.091052631579,32709.92,0.08684210526315789,2019-05-04,2024-12-15,2052,525,Platinum,273692.67000000004,119,6675.430975609757,117577.19,41,Top
ORD-000046,Timothy Thomas,CUST-00161,Moleskine Art Notebook,Office Supplies,Art,10598.22,4769.2,0.2,7,2023-12-12,East,United Kingdom,England,Apple Pay,2023,12,December,4,12,1,Tuesday,50,0,0,0,2023-12,Winter,1,1514.03,45.0,1,8478.58,Premium,62360.6,10,6236.0599999999995,28444.73,0.05,2019-09-13,2024-08-14,1797,648,Platinum,196824.15,111,5179.582894736842,80598.56,38,High
ORD-000047,George Nguyen,CUST-00447,MacBook Air M2,Technology,Laptops,1412.28,564.91,0.0,2,2024-04-15,South,United States,Florida,Apple Pay,2024,4,April,2,15,0,Monday,16,0,0,0,2024-04,Spring,0,706.14,40.0,1,1412.28,Very High,53257.57,12,4438.130833333334,23304.34,0.0375,2019-04-02,2024-04-15,1840,769,Platinum,59739.45,91,1706.8414285714284,25212.760000000002,35,Low
ORD-000048,Kevin King,CUST-00340,Cuisinart Coffee Pot,Office Supplies,Appliances,3220.96,1449.43,0.0,4,2022-08-24,East,United States,Pennsylvania,Debit Card,2022,8,August,3,24,2,Wednesday,34,0,0,1,2022-08,Summer,0,805.24,45.0,1,3220.96,Very High,56417.21,17,3318.659411764706,24777.46,0.07941176470588236,2019-06-18,2024-12-30,2022,510,Platinum,66834.93,89,2155.9654838709675,29224.16,31,Medium
ORD-000049,Donald Adams,CUST-00468,Epson Presentation Paper,Office Supplies,Paper,3198.66,1279.46,0.0,2,2024-02-26,East,United Kingdom,England,Google Pay,2024,2,February,1,26,0,Monday,9,0,0,1,2024-02,Winter,0,1599.33,40.0,1,3198.66,Very High,70595.62,16,4412.22625,33160.66,0.028125,2019-02-02,2024-06-21,1966,702,Platinum,153215.8,104,3482.1772727272723,66228.29,44,High
ORD-000050,Jennifer Jackson,CUST-00313,Mr. Coffee Maker,Office Supplies,Appliances,519.26,207.71,0.1,2,2021-12-18,Central,Canada,British Columbia,Debit Card,2021,12,December,4,18,5,Saturday,50,1,0,0,2021-12,Winter,1,259.63,40.0,1,467.33,High,32684.64,14,2334.617142857143,14959.199999999999,0.07142857142857142,2019-08-04,2024-12-01,1946,539,Silver,32814.6,120,841.4,14498.28,39,Low
ORD-000051,Sandra Lee,CUST-00395,Honeywell Air Purifier,Furniture,Furnishings,2449.71,979.88,0.0,1,2022-05-04,Central,United States,Minnesota,Bank Transfer,2022,5,May,2,4,2,Wednesday,18,0,1,0,2022-05,Spring,0,2449.71,40.0,1,2449.71,Very High,22845.98,8,2855.7475,10772.58,0.03125,2019-06-07,2024-04-02,1761,782,Bronze,191199.87,83,4902.560769230769,75683.81999999999,39,High
ORD-000052,Kevin Miller,CUST-00246,Mohawk Paper,Office Supplies,Paper,2376.9,713.07,0.0,2,2022-07-22,South,United States,Tennessee,Google Pay,2022,7,July,3,22,4,Friday,29,0,0,1,2022-07,Summer,0,1188.45,30.0,1,2376.9,Very High,60062.770000000004,18,3336.820555555556,24276.18,0.08888888888888889,2019-03-07,2024-12-13,2108,527,Platinum,76179.66,70,3047.1864,29033.86,25,Medium
ORD-000053,Michael Brown,CUST-00148,Adobe Creative Suite,Technology,Software,658.13,263.25,0.0,1,2022-01-25,West,Australia,South Australia,Bank Transfer,2022,1,January,1,25,1,Tuesday,4,0,0,1,2022-01,Winter,0,658.13,40.0,1,658.13,High,35451.48,13,2727.0369230769234,13269.56,0.04230769230769231,2019-01-06,2024-11-07,2132,563,Gold,67787.37,106,1653.350487804878,28631.97,41,Medium
ORD-000054,Susan Mitchell,CUST-00489,Notion Team Plan,Technology,Software,1739.57,608.85,0.1,5,2022-11-14,East,United States,Pennsylvania,PayPal,2022,11,November,4,14,0,Monday,46,0,0,0,2022-11,Fall,1,347.91,35.0,1,1565.61,Very High,36352.78,10,3635.278,16967.190000000002,0.06,2019-05-19,2024-03-17,1764,798,Gold,35158.56,98,976.6266666666666,14190.02,36,Low
ORD-000055,Sandra Brown,CUST-00336,Prepac Kingston Bookcase,Furniture,Bookcases,11454.24,5727.12,0.0,7,2023-12-17,South,United States,Maryland,Apple Pay,2023,12,December,4,17,6,Sunday,50,1,0,0,2023-12,Winter,1,1636.32,50.0,1,11454.24,Premium,69411.96,12,5784.330000000001,29627.93,0.03333333333333333,2019-09-17,2024-11-02,1873,568,Platinum,184576.9,115,4394.688095238095,76387.52,42,High
ORD-000056,Margaret Mitchell,CUST-00478,Sauder Edge Bookcase,Furniture,Bookcases,2368.72,947.49,0.2,1,2022-01-15,East,United Kingdom,England,Debit Card,2022,1,January,1,15,5,Saturday,2,1,0,0,2022-01,Winter,0,2368.72,40.0,1,1894.98,Very High,62613.149999999994,13,4816.3961538461535,24630.89,0.057692307692307696,2019-09-28,2024-12-07,1897,533,Platinum,338875.0,122,8471.875,148977.7,40,Top
ORD-000057,Mark Flores,CUST-00343,Sauder Edge Water Desk,Furniture,Tables,1807.26,993.99,0.0,3,2019-07-27,South,United States,Louisiana,Bank Transfer,2019,7,July,3,27,5,Saturday,30,1,0,1,2019-07,Summer,0,602.42,55.0,1,1807.26,Very High,15844.0,9,1760.4444444444443,8458.97,0.03888888888888889,2019-07-24,2024-10-03,1898,598,Bronze,55091.31,98,1721.6034375,24256.45,32,Low
ORD-000058,Matthew Nguyen,CUST-00368,Breville Espresso Machine,Office Supplies,Appliances,9096.7,5458.02,0.25,6,2022-09-14,South,United States,Tennessee,Apple Pay,2022,9,September,3,14,2,Wednesday,37,0,0,0,2022-09,Fall,0,1516.12,60.0,1,6822.52,Premium,40810.5,10,4081.05,19557.22,0.16499999999999998,2019-02-14,2024-07-21,1984,672,Gold,264511.96,139,5750.26,114795.38,46,Top
ORD-000059,Christopher Hernandez,CUST-00209,Keurig K-Elite,Office Supplies,Appliances,2241.79,1120.89,0.0,1,2020-10-08,South,United States,North Carolina,PayPal,2020,10,October,4,8,3,Thursday,41,0,0,0,2020-10,Fall,0,2241.79,50.0,1,2241.79,Very High,55752.15,15,3716.81,24519.37,0.06333333333333332,2019-01-21,2024-12-06,2146,534,Platinum,139663.51,67,4815.983103448276,56465.1,29,High
ORD-000060,Michelle Adams,CUST-00147,MacBook Air M2,Technology,Laptops,706.14,388.38,0.0,1,2022-08-08,Central,Germany,Hesse,Apple Pay,2022,8,August,3,8,0,Monday,32,0,0,0,2022-08,Summer,0,706.14,55.0,1,706.14,High,65588.18,15,4372.545333333333,28659.11,0.056666666666666664,2019-01-26,2024-12-21,2156,519,Platinum,59739.45,91,1706.8414285714284,25212.760000000002,35,Low
